Order ID,Customer ID,Customer Name,Segment,Country,City,State,Region,Postal Code
US-2014-117744,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,Central,78415
US-2014-117744,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,Central,78415
US-2014-117744,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,Central,78415
CA-2014-125514,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,Central,68104
CA-2014-125514,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,Central,68104
CA-2014-125514,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,Central,68104
CA-2014-154599,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,90278
CA-2014-154599,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,90278
CA-2014-154599,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,90278
CA-2014-154599,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,90278
CA-2017-158743,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,South,72209
CA-2017-158743,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,South,72209
CA-2017-158743,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,South,72209
CA-2016-153318,JS-15595,Jill Stevenson,Corporate,United States,Miami,Florida,South,33180
US-2015-110163,GA-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,West,97301
CA-2017-143329,DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,West,88001
CA-2015-159380,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,West,94122
CA-2015-159380,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,West,94122
CA-2015-122623,CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,Central,79907
CA-2015-148635,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,98115
CA-2015-148635,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,98115
CA-2015-148635,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,98115
CA-2015-148635,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,98115
CA-2015-135685,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,53209
CA-2015-135685,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,53209
CA-2015-135685,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,53209
CA-2015-135685,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,53209
CA-2015-135685,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,53209
CA-2015-104626,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,2038
CA-2015-104626,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,2038
CA-2015-104626,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,2038
CA-2015-104626,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,2038
CA-2016-160500,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,West,92024
CA-2016-160500,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,West,92024
CA-2017-100202,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,West,92804
CA-2017-131016,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,Central,76017
CA-2017-131016,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,Central,76017
US-2014-112914,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,Central,77041
US-2014-112914,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,Central,77041
US-2014-112914,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,Central,77041
US-2014-112914,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,Central,77041
CA-2016-124149,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,43130
CA-2016-124149,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,43130
CA-2016-124149,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,43130
CA-2014-148915,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,West,97206
CA-2014-148915,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,West,97206
CA-2017-134649,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,South,35244
CA-2017-134649,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,South,35244
CA-2017-110842,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,90036
CA-2017-110842,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,90036
CA-2017-110842,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,90036
CA-2016-147368,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,South,32303
US-2015-104185,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,East,10009
US-2014-125521,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,South,23320
US-2017-135062,RL-19615,Rob Lucas,Consumer,United States,Fayetteville,North Carolina,South,28314
CA-2017-135650,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,Central,77340
CA-2017-112865,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,East,19140
US-2016-162852,BG-11695,Brooke Gillingham,Corporate,United States,Woodstock,Illinois,Central,60098
CA-2017-138163,XP-21865,Xylona Preis,Consumer,United States,Everett,Massachusetts,East,2149
CA-2017-152093,SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,Central,60653
CA-2017-157854,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,South,30076
CA-2017-157854,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,South,30076
CA-2016-123617,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,South,32137
US-2016-128293,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,East,19120
CA-2017-107342,VF-21715,Vicky Freymann,Home Office,United States,Columbus,Indiana,Central,47201
CA-2016-136371,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,East,11572
CA-2016-136371,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,East,11572
CA-2017-137344,EM-13810,Eleni McCrary,Corporate,United States,Franklin,Massachusetts,East,2038
CA-2017-169810,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,Central,57103
CA-2016-128594,DJ-13510,Don Jones,Corporate,United States,San Diego,California,West,92037
CA-2016-154690,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,South,28314
CA-2017-138975,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,30318
CA-2017-138975,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,30318
CA-2017-138975,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,30318
CA-2017-138975,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,30318
CA-2017-106537,RH-19495,Rick Hansen,Consumer,United States,Orlando,Florida,South,32839
US-2017-103828,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,94122
US-2017-103828,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,94122
US-2017-103828,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,94122
US-2017-103828,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,94122
CA-2016-115588,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,43615
CA-2016-115588,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,43615
CA-2017-143861,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,South,33710
CA-2014-148040,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,West,85705
CA-2014-148040,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,West,85705
CA-2017-135167,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,West,90036
CA-2017-137022,SW-20275,Scott Williamson,Consumer,United States,San Diego,California,West,92105
US-2017-102638,MC-17845,Michael Chen,Consumer,United States,New York City,New York,East,10035
US-2016-167339,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,92037
US-2016-167339,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,92037
CA-2016-152072,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,7090
CA-2016-152072,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,7090
CA-2016-152072,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,7090
CA-2016-102932,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,East,7050
CA-2016-102932,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,East,7050
CA-2014-165540,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,Central,60098
CA-2016-130799,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,West,94110
CA-2016-164483,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,West,94122
US-2016-159856,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,West,85281
CA-2017-102099,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,West,90008
CA-2017-102099,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,West,90008
CA-2017-102099,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,West,90008
CA-2017-164049,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,West,98105
CA-2014-142727,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,South,70601
CA-2014-142727,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,South,70601
CA-2017-139913,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,East,14609
CA-2017-139913,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,East,14609
CA-2017-139913,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,East,14609
CA-2017-139913,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,East,14609
CA-2014-169033,KM-16720,Kunst Miller,Consumer,United States,Long Beach,New York,East,11561
US-2016-164630,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,South,28205
US-2015-114839,PW-19240,Pierre Wener,Consumer,United States,Houston,Texas,Central,77036
CA-2015-166464,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,East,10035
CA-2015-166464,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,East,10035
CA-2017-124898,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,South,31907
CA-2016-164035,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,Central,60610
CA-2016-153577,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,Central,60035
CA-2016-153577,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,Central,60035
CA-2014-127586,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,West,98115
CA-2017-121615,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,Central,55122
CA-2017-121615,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,Central,55122
CA-2017-121615,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,Central,55122
CA-2017-166415,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,West,98103
CA-2015-118444,VD-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,South,33065
CA-2014-113929,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,East,11550
CA-2014-113929,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,East,11550
CA-2014-113929,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,East,11550
CA-2015-134747,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,Central,46060
CA-2015-134747,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,Central,46060
CA-2015-134747,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,Central,46060
CA-2017-155047,SE-20110,Sanjit Engle,Consumer,United States,Dallas,Texas,Central,75220
CA-2016-160129,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,East,19140
CA-2016-160129,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,East,19140
CA-2016-160129,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,East,19140
CA-2017-164329,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,West,94109
US-2015-141453,DB-13270,Deborah Brumfield,Home Office,United States,Austin,Texas,Central,78745
CA-2014-156993,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,Central,48234
CA-2014-157721,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,East,13601
CA-2014-157721,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,East,13601
CA-2017-128629,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,South,31907
CA-2017-158106,CT-11995,Carol Triggs,Consumer,United States,Apple Valley,Minnesota,Central,55124
US-2017-120390,TH-21550,Tracy Hopkins,Home Office,United States,Burlington,North Carolina,South,27217
CA-2017-143434,ME-17320,Maria Etezadi,Home Office,United States,Saginaw,Michigan,Central,48601
CA-2015-168564,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,West,94109
CA-2015-168564,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,West,94109
CA-2015-168564,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,West,94109
US-2016-169040,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,98105
US-2016-169040,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,98105
US-2016-169040,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,98105
US-2016-169040,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,98105
US-2016-169040,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,98105
US-2016-169040,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,98105
US-2016-169040,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,98105
CA-2017-155880,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,Central,53209
CA-2017-155880,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,Central,53209
CA-2017-155880,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,Central,53209
CA-2017-126242,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,West,90049
CA-2017-126242,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,West,90049
CA-2016-166443,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,West,94122
CA-2017-169859,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,West,92024
CA-2017-169859,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,West,92024
CA-2017-169859,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,West,92024
CA-2017-134915,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,West,85301
CA-2017-134915,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,West,85301
CA-2017-134915,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,West,85301
CA-2017-134915,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,West,85301
CA-2017-134915,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,West,85301
CA-2017-134915,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,West,85301
CA-2016-153353,GG-14650,Greg Guthrie,Corporate,United States,New York City,New York,East,10035
CA-2017-123638,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,East,13601
CA-2017-168900,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,East,45503
CA-2015-158456,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,West,90032
CA-2015-158456,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,West,90032
CA-2017-143665,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,West,98115
CA-2017-143665,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,West,98115
CA-2017-137428,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,92054
CA-2017-137428,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,92054
CA-2017-137428,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,92054
CA-2017-137428,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,92054
CA-2014-162866,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,Central,60076
CA-2014-162866,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,Central,60076
CA-2017-167941,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,South,28314
CA-2017-167941,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,South,28314
CA-2017-167941,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,South,28314
CA-2017-167941,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,South,28314
CA-2017-167941,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,South,28314
CA-2017-111808,AR-10510,Andrew Roberts,Consumer,United States,Tulsa,Oklahoma,Central,74133
CA-2015-137512,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,Central,75002
CA-2015-137512,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,Central,75002
CA-2017-139773,DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,East,19143
CA-2017-134607,HL-15040,Hunter Lopez,Consumer,United States,Rochester,New York,East,14609
CA-2014-109232,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,South,29464
CA-2015-139850,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,East,19134
CA-2015-139850,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,East,19134
CA-2014-131310,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,West,98115
CA-2014-131310,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,West,98115
US-2014-112872,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,West,97477
US-2014-112872,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,West,97477
CA-2016-139269,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,31907
CA-2016-139269,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,31907
CA-2016-139269,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,31907
CA-2016-139010,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,90032
CA-2016-139010,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,90032
CA-2016-139010,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,90032
CA-2016-139010,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,90032
CA-2016-134376,TT-21265,Tim Taslimi,Corporate,United States,New York City,New York,East,10024
CA-2017-147291,MJ-17740,Max Jones,Consumer,United States,Detroit,Michigan,Central,48227
CA-2016-112893,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,West,95207
US-2014-150532,PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,West,85023
CA-2014-138317,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,East,19120
CA-2014-138317,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,East,19120
CA-2014-138317,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,East,19120
CA-2014-138317,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,East,19120
CA-2014-138317,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,East,19120
CA-2014-138317,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,East,19120
CA-2015-130610,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,Central,48310
CA-2017-104381,RD-19810,Ross DeVincentis,Home Office,United States,Rochester,New York,East,14609
CA-2016-131499,MG-17875,Michael Grace,Home Office,United States,New York City,New York,East,10011
CA-2014-148761,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,Central,54703
CA-2017-116519,CR-12730,Craig Reiter,Consumer,United States,New York City,New York,East,10009
CA-2014-130729,AA-10375,Allen Armold,Consumer,United States,Rancho Cucamonga,California,West,91730
CA-2016-124772,JG-15160,James Galang,Consumer,United States,Murray,Kentucky,South,42071
CA-2016-115525,RR-19525,Rick Reed,Corporate,United States,Toledo,Ohio,East,43615
CA-2017-134845,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,80027
CA-2017-134845,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,80027
CA-2017-134845,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,80027
CA-2017-134845,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,80027
CA-2017-134845,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,80027
US-2015-138919,LS-16975,Lindsay Shagiari,Home Office,United States,New York City,New York,East,10035
US-2016-160528,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,Central,78577
US-2016-160528,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,Central,78577
US-2016-160528,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,Central,78577
CA-2015-123568,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,West,84084
CA-2015-123568,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,West,84084
CA-2015-123568,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,West,84084
CA-2015-123568,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,West,84084
CA-2017-124674,JB-16000,Joy Bell-,Consumer,United States,Brownsville,Texas,Central,78521
CA-2015-164441,AC-10450,Amy Cox,Consumer,United States,New York City,New York,East,10011
CA-2015-164441,AC-10450,Amy Cox,Consumer,United States,New York City,New York,East,10011
CA-2017-169054,MO-17800,Meg O''Connel,Home Office,United States,Philadelphia,Pennsylvania,East,19140
CA-2014-106719,RB-19645,Robert Barroso,Corporate,United States,Billings,Montana,West,59102
CA-2017-116855,AI-10855,Arianne Irving,Consumer,United States,Chesapeake,Virginia,South,23320
US-2016-164189,DR-12880,Dan Reichenbach,Corporate,United States,Gresham,Oregon,West,97030
CA-2015-168480,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,Central,48146
CA-2015-168480,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,Central,48146
US-2016-114293,JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,West,97030
CA-2017-134173,AB-10060,Adam Bellavance,Home Office,United States,Philadelphia,Pennsylvania,East,19143
US-2015-123960,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,South,71203
US-2015-123960,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,South,71203
US-2015-123960,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,South,71203
US-2015-123960,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,South,71203
US-2015-123960,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,South,71203
CA-2017-101749,AS-10045,Aaron Smayling,Corporate,United States,Pasadena,California,West,91104
US-2016-147991,ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,South,37421
CA-2017-149559,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,West,90805
CA-2017-149559,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,West,90805
CA-2017-149559,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,West,90805
CA-2015-135174,BP-11230,Benjamin Patterson,Consumer,United States,Troy,Ohio,East,45373
CA-2017-125290,CC-12430,Chuck Clark,Home Office,United States,Minneapolis,Minnesota,Central,55407
CA-2017-125290,CC-12430,Chuck Clark,Home Office,United States,Minneapolis,Minnesota,Central,55407
CA-2014-137351,DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,West,98105
CA-2017-121419,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,South,31907
CA-2017-121419,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,South,31907
US-2017-148054,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,West,83642
US-2017-148054,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,West,83642
US-2017-148054,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,West,83642
CA-2016-128517,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,Central,48227
CA-2016-128517,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,Central,48227
US-2015-100377,TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,Central,60623
CA-2017-131492,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,West,94110
CA-2017-131492,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,West,94110
CA-2017-131492,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,West,94110
CA-2017-131492,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,West,94110
CA-2016-144554,DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,East,43055
CA-2017-127621,RE-19450,Richard Eichhorn,Consumer,United States,Dallas,Texas,Central,75081
CA-2015-145184,JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,East,19711
CA-2015-145184,JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,East,19711
CA-2017-106859,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,87105
CA-2017-106859,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,87105
CA-2017-106859,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,87105
CA-2017-106859,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,87105
CA-2017-106859,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,87105
US-2017-120089,ML-17755,Max Ludwig,Home Office,United States,Toledo,Ohio,East,43615
CA-2014-119375,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,East,19711
CA-2014-119375,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,East,19711
CA-2014-119375,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,East,19711
CA-2016-125206,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,90045
CA-2015-126137,BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,West,90032
CA-2014-143903,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,Central,75217
CA-2014-143903,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,Central,75217
CA-2014-143903,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,Central,75217
CA-2014-104780,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,West,92037
CA-2017-101182,KB-16405,Katrina Bavinger,Home Office,United States,Apple Valley,California,West,92307
CA-2017-101182,KB-16405,Katrina Bavinger,Home Office,United States,Apple Valley,California,West,92307
US-2017-132297,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,40214
US-2017-132297,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,40214
CA-2014-100328,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,East,10024
CA-2017-118773,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,Central,77070
